"","weight"
"3623",20.682
"3624",20.682
"3625",20.43
"3626",20.69
"3627",20.466
"3628",20.347
"3629",20.624
"3630",20.091
"3631",20.722
"3632",20.326
"3633",20.257
"3634",20.6
"3635",20.419
"3636",20.5
"3637",20.43
"3638",20.376
"3639",20.244
"3640",20.441
"3641",20.456
"3642",20.51
"3643",20.567
"3644",20.475
"3645",20.598
"3646",20.803
"3647",20.599
"3648",20.381
"3649",20.464
"3650",20.433
"3651",20.489
"3652",20.493
"3653",20.545
"3654",20.957
"3655",20.759
"3656",20.545
"3657",20.469
"3658",20.22
"3659",20.41
"3660",20.43
"3661",20.528
"3662",20.604
"3663",20.611
"3664",20.162
"3665",20.423
"3666",20.623
"3667",20.528
"3668",20.292
"3669",20.646
"3670",20.445
"3671",20.52
"3672",20.288
"3673",20.423
"3674",20.596
"3675",20.386
"3676",20.683
"3677",20.393
"3678",20.698
"3679",20.266
"3680",20.541
"3681",20.589
"3682",20.394
"3683",20.392
"3684",20.493
"3685",20.472
"3686",20.363
"3687",20.494
"3688",20.383
"3689",20.493
"3690",20.352
"3691",20.226
"3692",20.355
"3693",20.33
"3694",20.751
"3695",20.223
"3696",20.171
"3697",20.788
"3698",20.44
"3699",20.158
"3700",20.556
"3701",20.674
"3702",20.445
"3703",19.967
"3704",20.732
"3705",20.35
"3706",20.485
"3707",20.635
"3708",20.606
"3709",20.501
"3710",20.522
"3711",20.427
"3712",20.691
"3713",19.955
"3714",20.34
"3715",20.45
"3716",20.735
"3717",20.403
"3718",20.723
"3719",20.638
"3720",20.548
"3721",20.568
"3722",20.284
"3723",20.43
"3724",20.271
"3725",20.144
"3726",20.614
"3727",20.785
"3728",20.571
"3729",20.658
"3730",20.178
"3731",20.704
"3732",20.102
"3733",20.402
"3734",20.135
"3735",20.47
"3736",20.979
"3737",20.191
"3738",20.211
"3739",20.605
"3740",20.418
"3741",20.691
"3742",20.624
"3743",20.553
"3744",20.581
"3745",20.643
"3746",20.419
"3747",20.424
"3748",20.373
"3749",20.586
"3750",20.604
"3751",20.459
"3752",20.577
"3753",20.662
"3754",20.415
"3755",20.705
"3756",20.355
"3757",20.629
"3758",20.46
"3759",20.605
"3760",20.579
"3761",20.584
"3762",20.671
"3763",20.119
"3764",20.468
"3765",20.443
"3766",20.361
"3767",20.411
"3768",20.398
"3769",20.579
"3770",20.419
"3771",20.694
"3772",20.736
"3773",20.221
"3774",20.361
"3775",20.55
"3776",20.252
"3777",20.208
"3778",20.54
"3779",20.622
"3780",20.277
"3781",20.366
"3782",20.631
"3783",20.616
"3784",20.861
"3785",20.577
"3786",20.987
"3787",20.367
"3788",20.582
"3789",20.365
"3790",20.462
"3791",20.457
"3792",20.417
"3793",20.199
"3794",20.424
"3795",20.6
"3796",20.671
"3797",20.463
"3798",20.243
"3799",20.59
"3800",20.148
"3801",20.543
"3802",20.657
"3803",20.739
"3804",20.439
"3805",20.419
"3806",20.208
"3807",20.554
"3808",20.566
"3809",20.692
"3810",20.484
"3811",20.291
"3812",20.755
"3813",20.243
"3814",20.299
"3815",20.466
"3816",20.482
"3817",20.595
"3818",20.821
"3819",20.409
"3820",20.455
"3821",20.663
"3822",20.396
"3823",20.551
"3824",20.422
"3825",20.389
"3826",20.202
"3827",20.857
"3828",20.93
"3829",20.242
"3830",20.698
"3831",20.085
"3832",20.687
"3833",20.344
"3834",20.53
"3835",20.557
"3836",20.668
"3837",20.915
"3838",20.432
"3839",20.462
"3840",20.218
"3841",20.619
"3842",20.338
"3843",20.366
"3844",20.727
"3845",20.51
"3846",20.37
"3847",20.721
"3848",20.491
"3849",20.284
"3850",20.597
"3851",20.703
"3852",20.45
"3853",20.73
"3854",20.655
"3855",20.407
"3856",20.629
"3857",20.452
"3858",20.931
"3859",20.003
"3860",20.631
"3861",20.426
"3862",20.712
"3863",20.467
"3864",20.602
"3865",20.603
"3866",20.494
"3867",20.678
"3868",19.988
"3869",20.573
"3870",20.468
"3871",20.44
"3872",20.616
"3873",20.341
"3874",20.582
"3875",20.617
"3876",20.379
"3877",20.254
"3878",20.508
"3879",20.71
"3880",20.638
"3881",20.186
"3882",20.428
"3883",20.561
"3884",20.477
"3885",20.386
"3886",20.631
"3887",20.31
"3888",20.918
"3889",20.376
"3890",20.658
"3891",20.06
"3892",20.637
"3893",20.466
"3894",20.603
"3895",20.513
"3896",20.237
"3897",20.821
"3898",20.159
"3899",20.402
"3900",20.649
"3901",20.369
"3902",20.631
"3903",20.419
"3904",20.342
"3905",20.523
"3906",20.414
"3907",20.371
"3908",20.349
"3909",20.629
"3910",20.528
"3911",20.645
"3912",20.464
"3913",20.367
"3914",20.647
"3915",20.497
"3916",20.391
"3917",20.236
"3918",20.356
"3919",20.381
"3920",20.813
"3921",20.506
"3922",20.679
"3923",20.338
"3924",20.547
"3925",20.701
"3926",20.204
"3927",20.461
"3928",20.724
"3929",20.589
"3930",20.428
"3931",20.863
"3932",20.654
"3933",20.135
"3934",20.764
"3935",20.602
"3936",20.574
"3937",20.633
"3938",20.451
"3939",20.557
"3940",20.641
"3941",20.534
"3942",20.304
"3943",20.501
"3944",20.179
"3945",20.406
"3946",20.435
"3947",20.416
"3948",20.526
"3949",20.577
"3950",20.476
"3951",20.392
"3952",20.754
"3953",20.53
"3954",20.202
"3955",20.705
"3956",20.633
"3957",20.441
"3958",20.695
"3959",20.664
"3960",20.379
"3961",20.429
"3962",20.346
"3963",20.583
"3964",20.557
"3965",20.483
"3966",20.606
"3967",20.431
"3968",20.493
"3969",20.564
"3970",20.601
"3971",20.523
"3972",20.681
"3973",20.118
"3974",20.382
"3975",20.497
"3976",20.545
"3977",20.571
"3978",20.389
"3979",20.179
"3980",20.648
"3981",20.544
"3982",20.633
"3983",20.457
"3984",20.518
"3985",20.553
"3986",20.333
"3987",20.342
"3988",20.553
"3989",20.276
"3990",20.035
"3991",20.695
"3992",20.869
"3993",20.387
"3994",20.208
"3995",20.407
"3996",20.645
"3997",20.409
"3998",20.192
"3999",20.671
"4000",20.566
"4001",20.648
"4002",20.597
"4003",20.719
"4004",20.358
"4005",20.7
"4006",21.018
"4007",20.607
"4008",20.448
"4009",20.432
"4010",20.388
"4011",20.54
"4012",20.447
"4013",20.682
"4014",20.567
"4015",20.427
"4016",20.816
"4017",20.566
"4018",20.513
"4019",20.565
"4020",20.482
"4021",20.473
"4022",20.648
"4023",20.379
"4024",20.082
"4025",20.496
"4026",20.054
"4027",20.746
"4028",20.57
"4029",20.585
"4030",20.21
"4031",21.147
"4032",20.431
"4033",20.526
"4034",20.511
"4035",20.448
"4036",20.652
"4037",19.981
"4038",20.534
"4039",20.562
"4040",20.363
"4041",20.473
"4042",20.667
"4043",20.734
"4044",20.652
"4045",20.52
"4046",20.647
"4047",20.435
"4048",20.56
"4049",20.445
"4050",20.023
"4051",20.469
"4052",20.515
"4053",20.868
"4054",20.472
"4055",20.432
"4056",20.755
"4057",20.678
"4058",20.668
"4059",20.426
"4060",20.515
"4061",20.684
"4062",20.92
"4063",20.484
"4064",20.445
"4065",20.265
"4066",20.999
"4067",20.066
"4068",20.225
"4069",20.669
"4070",20.451
"4071",20.382
"4072",20.404
"4073",20.551
"4074",20.76
"4075",20.829
"4076",20.311
"4077",20.348
"4078",20.937
"4079",20.361
"4080",20.481
"4081",20.469
"4082",20.379
"4083",20.103
"4084",20.77
"4085",20.559
"4086",20.51
"4087",20.765
"4088",20.494
"4089",20.718
"4090",20.703
"4091",20.621
"4092",20.581
"4093",20.455
"4094",20.323
"4095",20.37
"4096",20.682
"4097",20.455
"4098",20.528
"4099",20.556
"4100",20.622
"4101",20.661
"4102",20.2
"4103",20.347
"4104",20.321
"4105",20.412
"4106",20.419
"4107",20.684
"4108",20.634
"4109",20.566
"4110",20.37
"4111",20.386
"4112",20.659
"4113",20.231
"4114",20.549
"4115",20.666
"4116",20.563
"4117",20.547
"4118",20.571
"4119",20.343
"4120",20.208
"4121",20.128
"4122",20.343
"4123",20.173
"4124",20.281
"4125",20.412
"4126",20.364
"4127",20.823
"4128",20.297
"4129",20.281
"4130",20.403
"4131",20.254
"4132",20.314
"4133",20.679
"4134",20.383
"4135",20.523
"4136",20.702
"4137",20.781
"4138",20.508
"4139",20.527
"4140",20.537
"4141",20.665
"4142",20.617
"4143",20.417
"4144",20.397
"4145",20.475
"4146",20.777
"4147",20.331
"4148",20.544
"4149",20.441
"4150",20.552
"4151",20.29
"4152",20.418
"4153",20.498
"4154",20.572
"4155",20.45
"4156",20.974
"4157",20.641
"4158",20.73
"4159",20.576
"4160",20.407
"4161",20.663
"4162",20.129
"4163",20.486
"4164",20.67
"4165",19.815
"4166",20.78
"4167",20.721
"4168",20.597
"4169",20.468
"4170",20.486
"4171",20.356
"4172",20.565
"4173",20.151
"4174",20.587
"4175",20.657
"4176",20.279
"4177",20.454
"4178",20.687
"4179",20.608
"4180",20.568
"4181",20.637
"4182",20.43
"4183",20.221
"4184",20.447
"4185",20.341
"4186",20.498
"4187",20.739
"4188",20.293
"4189",20.3
"4190",20.81
"4191",19.9
"4192",20.571
"4193",20.58
"4194",20.275
"4195",20.597
"4196",20.744
"4197",20.636
"4198",20.08
"4199",20.413
"4200",20.507
"4201",20.621
"4202",20.788
"4203",20.974
"4204",20.661
"4205",20.865
"4206",20.522
"4207",20.513
"4208",20.675
"4209",20.566
"4210",20.536
"4211",20.684
"4212",20.497
"4213",20.633
"4214",20.138
"4215",20.806
"4216",20.626
"4217",20.783
"4218",20.686
"4219",20.571
"4220",20.475
"4221",20.377
"4222",20.483
"4223",20.318
"4224",20.699
"4225",20.657
"4226",20.597
"4227",20.65
"4228",20.563
"4229",20.64
"4230",20.645
"4231",20.564
"4232",20.517
"4233",20.459
"4234",20.357
"4235",20.889
"4236",20.708
"4237",20.477
"4238",20.835
"4239",19.999
"4240",20.371
"4241",20.531
"4242",20.186
"4243",20.221
"4244",20.678
"4245",20.601
"4246",20.739
"4247",20.301
"4248",20.381
"4249",20.281
"4250",20.403
"4251",20.694
"4252",20.569
"4253",20.257
"4254",20.57
"4255",20.746
"4256",20.193
"4257",20.073
"4258",20.466
"4259",20.659
"4260",20.244
"4261",20.926
"4262",20.505
"4263",20.847
"4264",20.428
"4265",20.782
"4266",20.465
"4267",20.433
"4268",20.503
"4269",20.586
"4270",20.581
"4271",20.326
"4272",20.689
"4273",20.468
"4274",20.705
"4275",20.181
"4276",20.28
"4277",20.331
"4278",20.415
"4279",20.62
"4280",20.412
"4281",20.302
"4282",20.405
"4283",20.588
"4284",20.424
"4285",21.006
"4286",20.661
"4287",20.431
"4288",20.706
"4289",20.886
"4290",20.639
"4291",20.674
"4292",20.406
"4293",20.593
"4294",20.635
"4295",20.211
"4296",20.04
"4297",20.462
"4298",20.319
"4299",20.445
"4300",20.428
"4301",20.173
"4302",20.535
"4303",20.544
"4304",20.37
"4305",20.373
"4306",20.297
"4307",20.418
"4308",20.776
"4309",20.297
"4310",20.872
"4311",20.29
"4312",20.562
"4313",20.213
"4314",20.699
"4315",20.438
"4316",20.297
"4317",20.499
"4318",20.459
"4319",20.436
"4320",20.291
"4321",20.182
"4322",20.608
"4323",20.833
"4324",20.322
"4325",20.437
"4326",20.291
"4327",20.363
"4328",20.773
"4329",20.759
"4330",20.691
"4331",20.389
"4332",20.777
"4333",20.412
"4334",20.645
"4335",20.346
"4336",20.606
"4337",20.695
"4338",20.713
"4339",20.534
"4340",20.506
"4341",20.625
"4342",20.51
"4343",20.481
"4344",20.385
"4345",20.63
"4346",20.523
"4347",20.347
"4348",20.504
"4349",20.497
"4350",20.314
"4351",20.341
"4352",20.404
"4353",20.474
"4354",20.903
"4355",20.431
"4356",20.508
"4357",20.741
"4358",20.508
"4359",20.386
"4360",20.757
"4361",20.251
"4362",20.429
"4363",20.418
"4364",20.547
"4365",20.507
"4366",20.487
"4367",20.582
"4368",20.618
"4369",20.62
"4370",20.489
"4371",20.448
"4372",20.326
"4373",20.442
"4374",20.74
"4375",20.36
"4376",20.702
"4377",20.672
"4378",20.636
"4379",20.498
"4380",20.651
"4381",20.269
"4382",20.723
"4383",20.612
"4384",20.261
"4385",20.257
"4386",20.801
"4387",20.348
"4388",20.115
"4389",20.396
"4390",20.687
"4391",20.51
"4392",20.339
"4393",20.537
"4394",20.461
"4395",20.712
"4396",20.61
"4397",20.743
"4398",20.215
"4399",21.036
"4400",20.384
"4401",20.389
"4402",20.338
"4403",20.512
"4404",20.272
"4405",20.703
"4406",20.254
"4407",20.545
"4408",20.365
"4409",20.599
"4410",20.467
"4411",20.512
"4412",20.354
"4413",20.684
"4414",20.478
"4415",20.353
"4416",20.613
"4417",20.665
"4418",20.544
"4419",20.626
"4420",20.419
"4421",21.022
"4422",20.334
"4423",20.688
"4424",20.493
"4425",20.558
"4426",20.406
"4427",20.313
"4428",20.495
"4429",20.102
"4430",20.263
"4431",20.715
"4432",20.635
"4433",20.583
"4434",20.745
"4435",20.588
"4436",20.447
"4437",20.271
"4438",20.449
"4439",20.284
"4440",20.705
"4441",20.552
"4442",20.347
"4443",20.586
"4444",20.188
"4445",20.392
"4446",20.192
"4447",20.585
"4448",20.597
"4449",20.105
"4450",20.554
"4451",20.286
"4452",21.038
"4453",20.564
"4454",20.802
"4455",20.551
"4456",20.656
"4457",20.412
"4458",20.03
"4459",20.589
"4460",20.208
"4461",20.648
"4462",20.392
"4463",20.451
"4464",20.766
"4465",20.641
"4466",20.079
"4467",20.546
"4468",20.913
"4469",20.513
"4470",20.263
"4471",20.186
"4472",20.445
"4473",20.515
"4474",20.452
"4475",20.399
"4476",20.419
"4477",20.518
"4478",20.849
"4479",20.466
"4480",20.059
"4481",20.25
"4482",20.406
"4483",20.612
"4484",20.462
"4485",20.272
"4486",20.478
"4487",20.65
"4488",20.526
"4489",20.55
"4490",20.252
"4491",20.634
"4492",20.496
"4493",20.372
"4494",20.48
"4495",20.407
"4496",20.808
"4497",20.385
"4498",20.634
"4499",20.21
"4500",20.651
"4501",20.562
"4502",20.655
"4503",20.15
"4504",20.154
"4505",20.359
"4506",20.786
"4507",20.721
"4508",20.209
"4509",20.682
"4510",20.541
"4511",20.495
"4512",20.221
"4513",20.273
"4514",20.61
"4515",20.634
"4516",20.883
"4517",20.616
"4518",20.432
"4519",20.675
"4520",20.584
"4521",20.216
"4522",20.741
"4523",20.7
"4524",20.602
"4525",20.768
"4526",20.563
"4527",20.69
"4528",20.465
"4529",20.611
"4530",20.748
"4531",20.803
"4532",20.538
"4533",20.379
"4534",20.197
"4535",20.403
"4536",20.431
"4537",20.387
"4538",20.439
"4539",20.665
"4540",20.293
"4541",20.602
"4542",20.508
"4543",20.408
"4544",20.596
"4545",20.86
"4546",20.456
"4547",20.542
"4548",20.744
"4549",20.758
"4550",20.459
"4551",20.604
"4552",20.439
"4553",20.338
"4554",20.379
"4555",20.457
"4556",20.518
"4557",20.455
"4558",20.834
"4559",20.593
"4560",20.44
"4561",20.398
"4562",20.778
"4563",20.103
"4564",20.226
"4565",20.56
"4566",20.667
"4567",20.571
"4568",20.415
"4569",21.03
"4570",20.128
"4571",20.538
"4572",20.439
"4573",19.866
"4574",20.504
"4575",20.828
"4576",20.094
"4577",20.373
"4578",20.62
"4579",20.542
"4580",20.413
"4581",20.476
"4582",20.509
"4583",20.873
"4584",20.441
"4585",20.342
"4586",20.71
"4587",20.867
"4588",20.647
"4589",20.628
"4590",20.647
"4591",20.297
"4592",20.327
"4593",20.25
"4594",20.822
"4595",20.346
"4596",20.773
"4597",20.217
"4598",20.867
"4599",20.398
"4600",20.412
"4601",20.492
"4602",20.66
"4603",20.616
"4604",20.486
"4605",20.71
"4606",20.478
"4607",20.776
"4608",20.603
"4609",20.48
"4610",20.551
"4611",20.287
"4612",20.43
"4613",20.468
"4614",20.623
"4615",20.59
"4616",20.637
"4617",20.24
"4618",20.721
"4619",20.113
"4620",20.192
"4621",20.294
"4622",20.526
"4623",20.205
"4624",20.59
"4625",20.808
"4626",20.64
"4627",20.468
"4628",20.539
"4629",20.427
"4630",20.614
"4631",20.279
"4632",20.28
"4633",20.574
"4634",20.345
"4635",20.649
"4636",20.16
"4637",20.576
"4638",20.46
"4639",20.396
"4640",20.62
"4641",20.646
"4642",20.575
"4643",20.599
"4644",20.831
"4645",20.327
"4646",20.382
"4647",20.45
"4648",20.911
"4649",20.572
"4650",20.338
"4651",20.295
"4652",20.924
"4653",20.323
"4654",20.805
"4655",20.647
"4656",20.152
"4657",20.453
"4658",20.66
"4659",20.558
"4660",20.499
"4661",20.469
"4662",20.419
"4663",20.489
"4664",20.817
"4665",20.294
"4666",20.525
"4667",20.4
"4668",20.562
"4669",20.201
"4670",20.556
"4671",20.616
"4672",20.512
"4673",20.317
"4674",20.269
"4675",20.593
"4676",20.884
"4677",20.423
"4678",20.518
"4679",20.378
"4680",20.842
"4681",20.456
"4682",20.467
"4683",20.808
"4684",20.034
"4685",20.586
"4686",20.613
"4687",20.271
"4688",20.773
"4689",20.753
"4690",20.275
"4691",20.621
"4692",19.948
"4693",20.543
"4694",20.397
"4695",20.347
"4696",20.424
"4697",20.48
"4698",20.582
"4699",20.802
"4700",20.567
"4701",20.203
"4702",20.448
"4703",20.4
"4704",20.776
"4705",20.488
"4706",20.838
"4707",20.553
"4708",20.338
"4709",20.676
"4710",20.146
"4711",20.797
"4712",20.932
"4713",20.64
"4714",20.636
"4715",19.955
"4716",20.513
"4717",20.598
"4718",20.691
"4719",20.526
"4720",20.407
"4721",20.538
"4722",20.516
"4723",20.656
"4724",20.411
"4725",20.42
"4726",20.337
"4727",20.655
"4728",20.43
"4729",20.676
"4730",20.23
"4731",20.389
"4732",20.456
"4733",20.75
"4734",20.4
"4735",20.63
"4736",20.278
"4737",20.341
"4738",20.614
"4739",20.937
"4740",20.421
"4741",20.643
"4742",20.488
"4743",20.532
"4744",20.649
"4745",20.672
"4746",20.114
"4747",19.938
"4748",20.682
"4749",20.57
"4750",20.445
"4751",20.93
"4752",20.602
"4753",20.446
"4754",20.448
"4755",20.679
"4756",20.558
"4757",20.522
"4758",20.688
"4759",20.245
"4760",20.444
"4761",20.346
"4762",20.118
"4763",20.154
"4764",20.335
"4765",20.201
"4766",20.101
"4767",20.35
"4768",20.678
"4769",20.623
"4770",20.571
"4771",20.435
"4772",20.91
"4773",20.591
"4774",20.601
"4775",20.734
"4776",20.465
"4777",20.482
"4778",20.655
"4779",20.561
"4780",20.227
"4781",20.311
"4782",20.581
"4783",20.748
"4784",20.733
"4785",20.216
"4786",20.66
"4787",20.747
"4788",20.766
"4789",20.39
"4790",20.222
"4791",20.583
"4792",20.364
"4793",20.495
"4794",20.412
"4795",20.748
"4796",20.301
"4797",20.445
"4798",20.439
"4799",20.498
"4800",21.07
"4801",20.291
"4802",20.557
"4803",20.424
"4804",20.556
"4805",20.392
"4806",20.602
"4807",20.267
"4808",20.491
"4809",20.463
"4810",20.327
"4811",20.537
"4812",20.464
"4813",20.361
"4814",20.153
"4815",20.382
"4816",20.26
"4817",20.285
"4818",20.459
"4819",20.257
"4820",20.304
"4821",20.905
"4822",20.181
"4823",20.484
"4824",20.302
"4825",20.331
"4826",20.499
"4827",20.536
"4828",20.412
"4829",20.833
"4830",20.436
"4831",20.682
"4832",20.281
"4833",20.432
"4834",20.319
"4835",20.517
"4836",20.573
"4837",20.579
"4838",20.57
"4839",20.199
"4840",20.707
"4841",20.303
"4842",20.239
"4843",20.555
"4844",20.712
"4845",20.209
"4846",20.264
"4847",20.59
"4848",20.187
"4849",20.73
"4850",20.586
"4851",20.554
"4852",20.358
"4853",20.381
"4854",20.923
"4855",20.196
"4856",20.64
"4857",20.612
"4858",20.602
"4859",20.703
"4860",20.592
"4861",20.26
"4862",20.297
"4863",20.973
"4864",20.228
"4865",20.206
"4866",20.526
"4867",20.534
"4868",20.444
"4869",20.195
"4870",20.695
"4871",20.085
"4872",20.725
"4873",20.788
"4874",20.916
"4875",20.502
"4876",20.383
"4877",20.308
"4878",20.56
"4879",20.286
"4880",20.646
"4881",20.424
"4882",20.529
"4883",20.518
"4884",20.759
"4885",20.278
"4886",20.369
"4887",20.51
"4888",20.208
"4889",20.311
"4890",20.63
"4891",20.502
"4892",20.206
"4893",20.514
"4894",20.127
"4895",20.419
"4896",20.254
"4897",20.619
"4898",20.538
"4899",20.275
"4900",20.21
"4901",20.262
"4902",20.641
"4903",20.68
"4904",20.382
"4905",20.635
"4906",21.016
"4907",20.207
"4908",20.511
"4909",20.406
"4910",20.462
"4911",20.383
"4912",20.609
"4913",20.464
"4914",20.654
"4915",20.237
"4916",20.686
"4917",20.66
"4918",20.463
"4919",20.469
"4920",20.524
"4921",20.502
"4922",20.256
"4923",20.436
"4924",20.385
"4925",20.266
"4926",20.482
"4927",20.626
"4928",20.728
"4929",20.536
"4930",20.646
"4931",20.791
"4932",20.68
"4933",20.599
"4934",20.145
"4935",20.689
"4936",20.345
"4937",20.477
"4938",20.812
"4939",20.292
"4940",20.4
"4941",20.548
"4942",20.539
"4943",20.34
"4944",20.635
"4945",20.629
"4946",20.59
"4947",20.502
"4948",20.542
"4949",20.637
"4950",20.33
"4951",20.838
"4952",20.128
"4953",20.457
"4954",20.803
"4955",20.404
"4956",20.976
"4957",20.248
"4958",20.212
"4959",20.53
"4960",20.475
"4961",20.571
"4962",20.395
"4963",20.605
"4964",20.577
"4965",20.802
"4966",20.477
"4967",20.832
"4968",20.363
"4969",20.567
"4970",20.382
"4971",20.557
"4972",20.38
"4973",20.42
"4974",20.381
"4975",20.549
"4976",20.31
"4977",20.607
"4978",20.358
"4979",20.09
"4980",20.584
"4981",20.688
"4982",20.465
"4983",20.624
"4984",20.653
"4985",20.445
"4986",19.841
"4987",20.341
"4988",20.658
"4989",20.869
"4990",20.57
"4991",20.628
"4992",20.409
"4993",20.625
"4994",21.147
"4995",20.345
"4996",20.506
"4997",20.389
"4998",20.824
"4999",20.561
"5000",20.404
"5001",20.583
"5002",20.265
"5003",20.429
"5004",20.845
"5005",20.333
"5006",20.729
"5007",20.562
"5008",20.581
"5009",20.509
"5010",20.275
"5011",20.795
"5012",20.478
"5013",20.222
"5014",20.289
"5015",20.872
"5016",20.473
"5017",20.607
"5018",20.636
"5019",20.941
"5020",20.298
"5021",20.492
"5022",20.225
"5023",20.621
"5024",20.439
"5025",20.474
"5026",20.421
"5027",20.387
"5028",20.364
"5029",20.487
"5030",20.558
"5031",20.664
"5032",20.66
"5033",20.607
"5034",20.359
"5035",20.414
"5036",20.671
"5037",20.219
"5038",20.735
"5039",20.016
"5040",20.393
"5041",20.302
"5042",20.581
"5043",20.525
"5044",20.371
"5045",20.736
"5046",20.507
"5047",20.445
"5048",20.25
"5049",20.449
"5050",20.387
"5051",20.543
"5052",20.502
"5053",20.61
"5054",20.502
"5055",20.506
"5056",20.772
"5057",20.293
"5058",20.491
"5059",20.626
"5060",20.554
"5061",20.493
"5062",20.608
"5063",20.868
"5064",20.469
"5065",20.604
"5066",20.201
"5067",20.497
"5068",20.305
"5069",20.312
"5070",20.855
"5071",20
"5072",20.543
"5073",20.448
"5074",20.659
"5075",20.353
"5076",20.381
"5077",20.719
"5078",20.723
"5079",20.371
"5080",20.35
"5081",20.402
"5082",20.43
"5083",21.001
"5084",20.275
"5085",20.901
"5086",20.285
"5087",20.554
"5088",20.562
"5089",20.989
"5090",20.331
"5091",20.465
"5092",20.362
"5093",20.554
"5094",20.567
"5095",20.305
"5096",20.469
"5097",20.433
"5098",20.596
"5099",20.699
"5100",20.394
"5101",20.845
"5102",20.814
"5103",20.449
"5104",20.462
"5105",20.645
"5106",20.286
"5107",20.424
"5108",20.558
"5109",20.826
"5110",20.601
"5111",20.43
"5112",20.599
"5113",20.176
"5114",20.446
"5115",20.347
"5116",20.365
"5117",20.762
"5118",20.447
"5119",20.194
"5120",20.556
"5121",20.765
"5122",20.831
"5123",20.375
"5124",20.62
"5125",20.447
"5126",20.838
"5127",20.816
"5128",20.435
"5129",20.343
"5130",20.693
"5131",20.449
"5132",20.434
"5133",20.324
"5134",20.667
"5135",20.5
"5136",20.273
"5137",20.547
"5138",19.971
"5139",20.408
"5140",20.39
"5141",20.418
"5142",20.568
"5143",20.107
"5144",20.654
"5145",20.069
"5146",20.473
"5147",20.405
"5148",20.904
"5149",20.444
"5150",20.687
"5151",20.479
"5152",20.445
"5153",20.555
"5154",20.703
"5155",20.31
"5156",20.509
"5157",20.604
"5158",20.448
"5159",20.443
"5160",20.351
"5161",20.513
"5162",20.766
"5163",20.355
"5164",20.474
"5165",20.766
"5166",20.585
"5167",20.297
"5168",20.453
"5169",20.911
"5170",20.4
"5171",20.545
"5172",20.352
"5173",20.511
"5174",20.493
"5175",20.239
"5176",20.323
"5177",20.437
"5178",20.362
"5179",20.424
"5180",20.417
"5181",20.556
"5182",20.285
"5183",20.761
"5184",20.741
"5185",20.546
"5186",20.574
"5187",20.248
"5188",21.056
"5189",20.57
"5190",20.697
"5191",20.264
"5192",20.45
"5193",20.431
"5194",20.86
"5195",20.467
"5196",20.506
"5197",20.466
"5198",20.696
"5199",20.628
"5200",20.441
"5201",20.68
"5202",20.575
"5203",20.562
"5204",20.37
"5205",20.371
"5206",20.338
"5207",20.853
"5208",20.055
"5209",20.233
"5210",20.311
"5211",20.467
"5212",20.374
"5213",20.111
"5214",20.342
"5215",20.153
"5216",20.457
"5217",20.278
"5218",20.647
"5219",20.175
"5220",20.472
"5221",20.561
"5222",20.399
"5223",20.386
"5224",20.6
"5225",20.539
"5226",20.611
"5227",20.266
"5228",20.472
"5229",20.431
"5230",20.639
"5231",20.302
"5232",20.543
"5233",20.645
"5234",20.374
"5235",20.793
"5236",20.254
"5237",20.549
"5238",20.77
"5239",20.518
"5240",20.641
"5241",20.753
"5242",20.375
"5243",20.606
"5244",20.544
"5245",20.439
"5246",20.207
"5247",20.158
"5248",20.611
"5249",20.391
"5250",20.393
"5251",20.145
"5252",20.166
"5253",20.413
"5254",21.042
"5255",20.534
"5256",20.4
"5257",20.664
"5258",20.505
"5259",20.475
"5260",20.13
"5261",20.543
"5262",20.128
"5263",20.714
"5264",20.823
"5265",20.383
"5266",20.206
"5267",20.159
"5268",20.462
"5269",20.719
"5270",20.718
"5271",20.375
"5272",20.415
"5273",20.402
"5274",20.344
"5275",20.409
"5276",20.174
"5277",20.602
"5278",20.748
"5279",20.559
"5280",20.768
"5281",20.764
"5282",20.849
"5283",20.258
"5284",20.757
"5285",20.63
"5286",20.366
"5287",20.316
"5288",20.719
"5289",20.461
"5290",20.443
"5291",20.552
"5292",20.886
"5293",20.37
"5294",20.46
"5295",20.668
"5296",20.673
"5297",20.544
"5298",20.564
"5299",20.518
"5300",20.637
"5301",20.586
"5302",20.492
"5303",20.276
"5304",20.19
"5305",20.571
"5306",20.438
"5307",20.501
"5308",20.399
"5309",20.38
"5310",20.07
"5311",20.978
"5312",20.528
"5313",20.549
"5314",20.289
"5315",20.429
"5316",19.97
"5317",20.242
"5318",20.538
"5319",20.717
"5320",20.437
"5321",20.579
"5322",20.095
"5323",20.668
"5324",20.724
"5325",20.688
"5326",20.698
"5327",20.495
"5328",20.772
"5329",20.604
"5330",20.286
"5331",19.988
"5332",20.523
"5333",20.752
"5334",20.428
"5335",20.571
"5336",20.58
"5337",20.843
"5338",20.638
"5339",20.483
"5340",20.764
"5341",20.606
"5342",20.805
"5343",20.81
"5344",20.55
"5345",20.644
"5346",20.758
"5347",20.751
"5348",20.374
"5349",20.798
"5350",20.563
"5351",20.745
"5352",20.379
"5353",20.48
"5354",20.631
"5355",20.386
"5356",20.349
"5357",20.082
"5358",20.429
"5359",20.846
"5360",20.458
"5361",20.452
"5362",20.499
"5363",20.218
"5364",20.304
"5365",20.619
"5366",20.348
"5367",20.689
"5368",20.366
"5369",20.273
"5370",20.014
"5371",20.49
